읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당서동용,미래통합당김창남,정의당이경자,민중당유현주,국가혁명배당금당고주석,무소속정인화,무소속김종수,계,무효투표수,기권수
합계,,166390,109721,67346,4724,3056,2757,422,28941,1110,108356,1365,56669
거소·선상투표,,398,376,209,28,17,8,7,81,14,364,12,22
관외사전투표,,12553,12548,8385,761,388,351,70,2076,219,12250,298,5
국외부재자투표,,247,75,56,9,2,0,0,8,0,75,0,172
국외부재자투표(공관),,0,1,1,0,0,0,0,0,0,1,0,-1
광양읍,소계,37738,24189,14641,639,569,546,116,7317,129,23957,232,13549
,관내사전투표,10088,10084,6300,162,228,204,34,3058,31,10017,67,4
,광양읍제1투,1971,1002,598,33,13,20,8,308,6,986,16,969
,광양읍제2투,2318,960,539,34,18,24,4,320,5,944,16,1358
,광양읍제3투,680,384,229,18,5,9,7,106,3,377,7,296
,광양읍제4투,2668,1364,854,45,30,28,9,367,9,1342,22,1304
,광양읍제5투,487,273,173,6,7,6,4,73,1,270,3,214
,광양읍제6투,487,293,165,5,5,5,12,93,1,286,7,194
,광양읍제7투,802,482,311,7,5,12,2,135,3,475,7,320
,광양읍제8투,2540,974,585,48,36,28,4,243,15,959,15,1566
,광양읍제9투,3812,1817,1184,66,55,48,8,429,9,1799,18,1995
,광양읍제10투,1670,812,500,34,17,19,7,218,2,797,15,858
,광양읍제11투,2587,1316,722,52,32,29,7,449,11,1302,14,1271
,광양읍제12투,3241,1774,967,55,59,62,6,587,22,1758,16,1467
,광양읍제13투,2858,1704,984,41,41,36,1,589,6,1698,6,1154
,광양읍제14투,1529,950,530,33,18,16,3,342,5,947,3,579
봉강면,소계,1869,1304,646,31,23,19,4,549,7,1279,25,565
,관내사전투표,617,617,289,15,14,9,1,271,1,600,17,0
,봉강면제1투,466,257,153,5,2,4,1,90,0,255,2,209
,봉강면제2투,786,430,204,11,7,6,2,188,6,424,6,356
옥룡면,소계,2800,2007,880,50,48,23,17,932,17,1967,40,793
,관내사전투표,1073,1073,483,16,26,16,10,499,7,1057,16,0
,옥룡면제1투,951,499,234,16,13,6,6,204,5,484,15,452
,옥룡면제2투,776,435,163,18,9,1,1,229,5,426,9,341
옥곡면,소계,2651,1835,906,40,37,26,10,771,13,1803,32,816
,관내사전투표,1068,1068,526,15,18,12,4,471,5,1051,17,0
,옥곡면투표소,1583,767,380,25,19,14,6,300,8,752,15,816
진상면,소계,2637,1808,1039,42,36,29,3,593,13,1755,53,829
,관내사전투표,986,986,571,20,20,13,0,338,3,965,21,0
,진상면제1투,1039,489,281,9,11,11,3,151,4,470,19,550
,진상면제2투,612,333,187,13,5,5,0,104,6,320,13,279
진월면,소계,2568,1734,897,59,26,33,4,665,15,1699,35,834
,관내사전투표,760,760,415,23,14,9,0,280,6,747,13,0
,진월면제1투,907,426,225,16,8,10,2,151,2,414,12,481
,진월면제2투,440,264,144,9,2,7,1,92,4,259,5,176
,진월면제3투,461,284,113,11,2,7,1,142,3,279,5,177
다압면,소계,1539,1066,583,62,21,24,7,328,11,1036,30,473
,관내사전투표,481,481,262,18,8,10,3,160,5,466,15,0
,다압면제1투,534,330,187,22,4,6,2,100,3,324,6,204
,다압면제2투,524,255,134,22,9,8,2,68,3,246,9,269
골약동,소계,1825,1313,885,21,18,24,6,341,5,1300,13,512
,관내사전투표,744,744,494,6,11,19,2,205,3,740,4,0
,골약동제1투,579,346,259,3,4,1,3,70,1,341,5,233
,골약동제2투,502,223,132,12,3,4,1,66,1,219,4,279
중마동,소계,42790,26551,15948,1232,799,771,82,7368,156,26356,195,16239
,관내사전투표,10909,10908,6941,361,258,259,29,2952,50,10850,58,1
,중마동제1투,2983,1470,805,78,45,45,7,463,10,1453,17,1513
,중마동제2투,3202,1391,807,80,27,55,8,395,8,1380,11,1811
,중마동제3투,3798,1793,1043,94,59,56,3,517,6,1778,15,2005
,중마동제4투,3718,1881,1110,134,51,57,3,496,8,1859,22,1837
,중마동제5투,4250,1909,1098,92,64,58,7,559,14,1892,17,2341
,중마동제6투,3480,1753,1023,101,82,67,8,437,16,1734,19,1727
,중마동제7투,3525,1989,1166,100,85,60,3,542,17,1973,16,1536
,중마동제8투,3142,1839,1079,85,65,58,6,527,11,1831,8,1303
,중마동제9투,3783,1618,876,107,63,56,8,480,16,1606,12,2165
광영동,소계,10019,6046,3416,297,181,185,24,1857,30,5990,56,3973
,관내사전투표,2938,2938,1729,107,90,75,7,899,14,2921,17,0
,광영동제1투,2414,940,507,52,26,35,9,292,2,923,17,1474
,광영동제2투,1771,851,476,50,22,27,4,255,5,839,12,920
,광영동제3투,2896,1317,704,88,43,48,4,411,9,1307,10,1579
태인동,소계,1918,1349,918,28,24,35,6,310,5,1326,23,569
,관내사전투표,864,864,590,15,13,22,3,203,2,848,16,0
,태인동투표소,1054,485,328,13,11,13,3,107,3,478,7,569
금호동,소계,9883,7427,4229,738,220,145,16,1967,54,7369,58,2456
,관내사전투표,3887,3887,2404,286,92,63,4,997,18,3864,23,0
,금호동제1투,1422,868,441,92,31,20,0,268,9,861,7,554
,금호동제2투,1036,627,323,92,22,11,2,163,6,619,8,409
,금호동제3투,1236,703,368,101,25,8,5,182,6,695,8,533
,금호동제4투,1185,641,320,87,29,25,2,164,8,635,6,544
,금호동제5투,1117,701,373,80,21,18,3,193,7,695,6,416
해룡면,소계,34955,20086,13703,687,647,537,50,3777,422,19823,263,14869
,관내사전투표,4255,4255,3128,98,114,114,3,702,58,4217,38,0
,해룡면제1투,2307,889,661,28,24,17,3,114,20,867,22,1418
,해룡면제2투,758,370,293,8,10,10,1,34,3,359,11,388
,해룡면제3투,2859,1324,937,55,40,51,6,187,26,1302,22,1535
,해룡면제4투,2783,1357,948,59,39,43,4,212,35,1340,17,1426
,해룡면제5투,2862,1352,964,78,50,37,5,158,32,1324,28,1510
,해룡면제6투,2565,1222,884,21,35,26,2,202,35,1205,17,1343
,해룡면제7투,2459,1347,861,40,48,37,4,301,38,1329,18,1112
,해룡면제8투,3865,2275,1495,86,84,62,9,446,65,2247,28,1590
,해룡면제9투,3359,1821,1105,53,67,49,5,476,41,1796,25,1538
,해룡면제10투,2917,1770,1137,72,54,27,2,447,17,1756,14,1147
,해룡면제11투,3966,2104,1290,89,82,64,6,498,52,2081,23,1862
잘못 투입·구분된 투표지,,0,6,4,0,0,1,0,1,0,6,0,-6
